Campaign_ID,Platform,Campaign_Type,Country,Device,Impressions,Clicks,Conversions,Revenue,Spend,Date,CTR,CPC,ROAS
CAMP-0651,Facebook,Influencer,Canada,Desktop,74193,2350,226,13406.55,10864.75,2025-10-12,0.0317,4.62,1.23
CAMP-0652,Facebook,Influencer,Mexico,Desktop,31134,3247,744,6376.79,4146.92,2025-10-13,0.1043,1.28,1.54
CAMP-0653,LinkedIn,Email,Argentina,Desktop,11345,176,551,13683.73,12697.18,2025-10-14,0.0155,72.14,1.08
CAMP-0654,LinkedIn,Email,Mexico,Desktop,42185,1241,322,17442.62,6441.21,2025-10-15,0.0294,5.19,2.71
CAMP-0655,LinkedIn,Organic,Brazil,Desktop,93949,2689,152,4825.97,4120.0,2025-10-16,0.0286,1.53,1.17
CAMP-0656,Twitter,Organic,USA,Desktop,71744,4439,638,19580.5,5793.2,2025-10-17,0.0619,1.31,3.38
CAMP-0657,TikTok,Influencer,Argentina,Desktop,34455,3966,236,7788.73,12547.24,2025-10-18,0.1151,3.16,0.62
CAMP-0658,LinkedIn,Ads,Argentina,Desktop,29018,1416,54,5418.45,2272.07,2025-10-19,0.0488,1.6,2.38
CAMP-0659,Instagram,Email,Brazil,Mobile,55219,1069,435,8488.07,6869.57,2025-10-20,0.0194,6.43,1.24
CAMP-0660,Twitter,Organic,Germany,Tablet,46991,4129,683,1978.51,7410.75,2025-10-21,0.0879,1.79,0.27
CAMP-0661,YouTube,Influencer,UK,Desktop,74616,4564,108,2601.55,597.61,2025-10-22,0.0612,0.13,4.35
CAMP-0662,Instagram,Organic,Canada,Tablet,88438,4589,183,8347.24,2976.4,2025-10-23,0.0519,0.65,2.8
CAMP-0663,Instagram,Email,Brazil,Desktop,10486,734,367,15272.65,12409.8,2025-10-24,0.07,16.91,1.23
CAMP-0664,LinkedIn,Email,UK,Desktop,39862,3679,197,18016.21,12469.97,2025-10-25,0.0923,3.39,1.44
CAMP-0665,YouTube,SEO,Spain,Mobile,59870,2937,370,13329.88,4421.61,2025-10-26,0.0491,1.51,3.01
CAMP-0666,YouTube,Ads,UK,Mobile,87694,1512,372,2193.87,13129.71,2025-10-27,0.0172,8.68,0.17
CAMP-0667,Twitter,SEO,Spain,Tablet,44856,4136,496,13473.19,11588.15,2025-10-28,0.0922,2.8,1.16
CAMP-0668,YouTube,Influencer,Brazil,Mobile,87055,2311,598,12745.02,6297.72,2025-10-29,0.0265,2.73,2.02
CAMP-0669,TikTok,Organic,Argentina,Mobile,32379,4230,200,16134.7,11238.67,2025-10-30,0.1306,2.66,1.44
CAMP-0670,LinkedIn,Influencer,Argentina,Tablet,65729,2891,508,16522.45,14421.95,2025-10-31,0.044,4.99,1.15
CAMP-0671,YouTube,Email,Germany,Mobile,29378,1817,321,17377.24,6911.6,2025-11-01,0.0618,3.8,2.51
CAMP-0672,Twitter,SEO,Brazil,Desktop,55353,4230,274,8341.22,3614.49,2025-11-02,0.0764,0.85,2.31
CAMP-0673,TikTok,SEO,Spain,Tablet,50996,3610,210,13987.5,14130.16,2025-11-03,0.0708,3.91,0.99
CAMP-0674,Facebook,SEO,UK,Tablet,15031,2162,503,5438.18,9075.98,2025-11-04,0.1438,4.2,0.6
CAMP-0675,Facebook,Influencer,UK,Desktop,81072,4808,117,19986.79,1623.71,2025-11-05,0.0593,0.34,12.31
CAMP-0676,TikTok,Email,Spain,Mobile,66982,676,702,3589.15,8611.61,2025-11-06,0.0101,12.74,0.42
CAMP-0677,Twitter,Organic,Mexico,Tablet,37683,4209,553,301.28,7533.68,2025-11-07,0.1117,1.79,0.04
CAMP-0678,TikTok,Organic,Germany,Tablet,18618,3464,41,3061.29,12841.05,2025-11-08,0.1861,3.71,0.24
CAMP-0679,LinkedIn,Influencer,USA,Desktop,7587,1425,314,15539.86,7983.89,2025-11-09,0.1878,5.6,1.95
CAMP-0680,LinkedIn,SEO,Argentina,Desktop,63790,1231,787,8991.0,3865.72,2025-11-10,0.0193,3.14,2.33
CAMP-0681,Facebook,Ads,Canada,Mobile,32480,540,328,9005.25,10150.88,2025-11-11,0.0166,18.8,0.89
CAMP-0682,YouTube,Influencer,UK,Tablet,99530,3779,16,19104.96,8161.5,2025-11-12,0.038,2.16,2.34
CAMP-0683,Twitter,Influencer,Canada,Mobile,21527,3584,282,18400.73,3534.02,2025-11-13,0.1665,0.99,5.21
CAMP-0684,Facebook,Email,USA,Mobile,24569,3346,257,6292.78,8625.74,2025-11-14,0.1362,2.58,0.73
CAMP-0685,YouTube,Organic,Brazil,Desktop,12151,1990,574,4260.26,12331.96,2025-11-15,0.1638,6.2,0.35
CAMP-0686,YouTube,Influencer,Canada,Tablet,72094,4458,573,16984.8,477.14,2025-11-16,0.0618,0.11,35.6
CAMP-0687,LinkedIn,Influencer,USA,Tablet,60174,1932,611,18129.78,9481.22,2025-11-17,0.0321,4.91,1.91
CAMP-0688,Instagram,SEO,Argentina,Tablet,45739,4958,18,10877.78,5276.3,2025-11-18,0.1084,1.06,2.06
CAMP-0689,Instagram,SEO,Spain,Desktop,33954,3037,528,12625.53,4425.44,2025-11-19,0.0894,1.46,2.85
CAMP-0690,TikTok,Ads,Mexico,Desktop,36303,3209,422,5212.59,5919.19,2025-11-20,0.0884,1.84,0.88
CAMP-0691,LinkedIn,Email,Argentina,Desktop,35700,4825,465,16035.97,5163.24,2025-11-21,0.1352,1.07,3.11
CAMP-0692,YouTube,Ads,UK,Desktop,94036,4580,372,12679.24,12491.97,2025-11-22,0.0487,2.73,1.01
CAMP-0693,Twitter,SEO,USA,Desktop,68568,731,757,10119.92,4158.23,2025-11-23,0.0107,5.69,2.43
CAMP-0694,Instagram,Organic,Canada,Tablet,67788,1123,762,1296.16,11010.64,2025-11-24,0.0166,9.8,0.12
CAMP-0695,YouTube,SEO,UK,Mobile,72045,2437,80,18327.11,1456.19,2025-11-25,0.0338,0.6,12.59
CAMP-0696,Instagram,Email,Mexico,Tablet,38842,2444,550,12347.48,14273.38,2025-11-26,0.0629,5.84,0.87
CAMP-0697,Instagram,SEO,Spain,Mobile,14900,2743,547,3934.55,9353.63,2025-11-27,0.1841,3.41,0.42
CAMP-0698,Instagram,Email,Brazil,Desktop,81059,1420,423,12167.08,10615.44,2025-11-28,0.0175,7.48,1.15
CAMP-0699,Twitter,Email,UK,Mobile,2881,4794,428,13581.52,4505.69,2025-11-29,1.664,0.94,3.01
CAMP-0700,LinkedIn,Email,Brazil,Tablet,34037,4390,387,10562.83,6210.84,2025-11-30,0.129,1.41,1.7
CAMP-0701,Twitter,Email,USA,Tablet,2630,2206,708,14390.22,3395.49,2025-12-01,0.8388,1.54,4.24
CAMP-0702,Facebook,Email,Mexico,Mobile,21789,2630,669,11670.93,13991.41,2025-12-02,0.1207,5.32,0.83
CAMP-0703,YouTube,Organic,Canada,Desktop,89059,4441,203,18960.61,7347.16,2025-12-03,0.0499,1.65,2.58
CAMP-0704,LinkedIn,Ads,Mexico,Desktop,84494,2209,195,1168.57,9475.2,2025-12-04,0.0261,4.29,0.12
CAMP-0705,LinkedIn,Influencer,Mexico,Tablet,47151,3298,727,2214.29,11027.37,2025-12-05,0.0699,3.34,0.2
CAMP-0706,LinkedIn,Ads,Germany,Mobile,49920,3781,284,3556.07,5598.04,2025-12-06,0.0757,1.48,0.64
CAMP-0707,LinkedIn,Email,Mexico,Desktop,68231,3879,195,13834.4,10815.52,2025-12-07,0.0569,2.79,1.28
CAMP-0708,Twitter,Organic,Mexico,Desktop,81357,1677,306,12947.36,10156.09,2025-12-08,0.0206,6.06,1.27
CAMP-0709,LinkedIn,SEO,Argentina,Tablet,4262,3522,663,17851.97,10599.61,2025-12-09,0.8264,3.01,1.68
CAMP-0710,TikTok,Organic,UK,Desktop,67981,77,13,14684.26,7363.99,2025-12-10,0.0011,95.64,1.99
CAMP-0711,YouTube,Email,Canada,Mobile,82972,2035,145,10216.27,5774.91,2025-12-11,0.0245,2.84,1.77
CAMP-0712,LinkedIn,Organic,Argentina,Tablet,76485,4203,56,19837.45,3370.13,2025-12-12,0.055,0.8,5.89
CAMP-0713,YouTube,Organic,Argentina,Tablet,55722,1571,722,5395.55,12378.16,2025-12-13,0.0282,7.88,0.44
CAMP-0714,TikTok,Email,UK,Mobile,90499,346,779,16680.51,9144.83,2025-12-14,0.0038,26.43,1.82
CAMP-0715,TikTok,Organic,UK,Tablet,51818,2231,209,8593.13,6693.07,2025-12-15,0.0431,3.0,1.28
CAMP-0716,YouTube,Influencer,USA,Desktop,30932,3452,528,13009.83,14162.74,2025-12-16,0.1116,4.1,0.92
CAMP-0717,Instagram,Influencer,UK,Desktop,7901,2346,797,14572.64,765.19,2025-12-17,0.2969,0.33,19.04
CAMP-0718,Facebook,Organic,Germany,Mobile,9597,2647,343,12711.71,12760.07,2025-12-18,0.2758,4.82,1.0
CAMP-0719,Instagram,SEO,Germany,Desktop,64909,951,714,2896.1,14963.86,2025-12-19,0.0147,15.73,0.19
CAMP-0720,Instagram,Email,Argentina,Mobile,73391,1148,610,8914.73,13309.78,2025-12-20,0.0156,11.59,0.67
CAMP-0721,Twitter,Influencer,Brazil,Mobile,85214,1727,278,11272.62,12166.03,2025-12-21,0.0203,7.04,0.93
CAMP-0722,Instagram,SEO,USA,Desktop,9263,2931,208,16995.97,5645.87,2025-12-22,0.3164,1.93,3.01
CAMP-0723,LinkedIn,Organic,Brazil,Mobile,64293,4916,640,8928.55,3508.15,2025-12-23,0.0765,0.71,2.55
CAMP-0724,Twitter,SEO,Brazil,Desktop,26805,1428,334,18383.07,11036.02,2025-12-24,0.0533,7.73,1.67
CAMP-0725,Twitter,Ads,Argentina,Tablet,92679,1298,287,8863.45,4603.4,2025-12-25,0.014,3.55,1.93
CAMP-0726,TikTok,Influencer,Spain,Tablet,12874,3785,251,11020.72,2681.79,2025-12-26,0.294,0.71,4.11
CAMP-0727,Instagram,Organic,Argentina,Mobile,94065,4291,264,15946.09,11808.56,2025-12-27,0.0456,2.75,1.35
CAMP-0728,TikTok,Email,Canada,Desktop,87402,1314,270,11703.05,4722.53,2025-12-28,0.015,3.59,2.48
CAMP-0729,YouTube,Organic,Canada,Desktop,15079,1957,699,19208.34,13720.9,2025-12-29,0.1298,7.01,1.4
CAMP-0730,Facebook,Email,UK,Tablet,50850,1108,418,13240.68,12617.46,2025-12-30,0.0218,11.39,1.05
CAMP-0731,Twitter,Organic,UK,Tablet,73779,2799,725,10501.92,12722.22,2025-12-31,0.0379,4.55,0.83
CAMP-0732,YouTube,SEO,Spain,Desktop,96408,2098,794,569.48,11584.97,2026-01-01,0.0218,5.52,0.05
CAMP-0733,YouTube,SEO,UK,Mobile,10018,4298,210,8333.28,13219.18,2026-01-02,0.429,3.08,0.63
CAMP-0734,LinkedIn,SEO,Canada,Tablet,50500,2526,364,6055.04,12095.92,2026-01-03,0.05,4.79,0.5
CAMP-0735,Facebook,Ads,Brazil,Mobile,13100,4066,75,14987.3,9057.54,2026-01-04,0.3104,2.23,1.65
CAMP-0736,YouTube,Email,Argentina,Mobile,58021,4653,659,4244.73,4472.55,2026-01-05,0.0802,0.96,0.95
CAMP-0737,YouTube,SEO,Mexico,Tablet,20800,3247,320,4183.88,13328.73,2026-01-06,0.1561,4.1,0.31
CAMP-0738,Facebook,Ads,Germany,Mobile,64400,4636,724,3871.43,12617.02,2026-01-07,0.072,2.72,0.31
CAMP-0739,Facebook,Email,Mexico,Mobile,93446,3603,432,2599.75,7119.55,2026-01-08,0.0386,1.98,0.37
CAMP-0740,YouTube,Organic,Mexico,Desktop,30437,4490,108,6289.04,634.23,2026-01-09,0.1475,0.14,9.92
CAMP-0741,Facebook,Ads,Canada,Mobile,77537,1811,640,17729.85,9596.23,2026-01-10,0.0234,5.3,1.85
CAMP-0742,YouTube,Influencer,Mexico,Desktop,47675,270,521,15521.08,806.42,2026-01-11,0.0057,2.99,19.25
CAMP-0743,YouTube,Ads,Argentina,Tablet,20942,4868,46,14731.5,13897.89,2026-01-12,0.2325,2.85,1.06
CAMP-0744,LinkedIn,Ads,Spain,Tablet,21862,4673,378,15967.0,14426.39,2026-01-13,0.2137,3.09,1.11
CAMP-0745,Instagram,Email,USA,Desktop,12669,2938,95,5461.42,2882.88,2026-01-14,0.2319,0.98,1.89
CAMP-0746,YouTube,Organic,UK,Tablet,54772,1714,102,17760.09,10162.02,2026-01-15,0.0313,5.93,1.75
CAMP-0747,TikTok,Influencer,USA,Mobile,16916,4036,145,2832.34,1429.42,2026-01-16,0.2386,0.35,1.98
CAMP-0748,Twitter,SEO,Brazil,Mobile,11878,4626,26,6793.28,10956.28,2026-01-17,0.3895,2.37,0.62
CAMP-0749,Instagram,SEO,Argentina,Mobile,3985,3027,731,11776.29,5241.95,2026-01-18,0.7596,1.73,2.25
CAMP-0750,Instagram,Ads,Argentina,Tablet,98905,1921,529,2147.81,10231.7,2026-01-19,0.0194,5.33,0.21
CAMP-0751,Instagram,Email,Germany,Mobile,74648,1512,678,14629.59,5624.5,2026-01-20,0.0203,3.72,2.6
CAMP-0752,LinkedIn,Email,Argentina,Tablet,42235,394,81,7806.2,2226.23,2026-01-21,0.0093,5.65,3.51
CAMP-0753,YouTube,SEO,UK,Mobile,19931,94,427,15709.67,6121.34,2026-01-22,0.0047,65.12,2.57
CAMP-0754,LinkedIn,Influencer,Argentina,Desktop,93876,2118,583,9908.64,1734.47,2026-01-23,0.0226,0.82,5.71
CAMP-0755,YouTube,Organic,Mexico,Tablet,1336,1564,478,3699.4,8674.4,2026-01-24,1.1707,5.55,0.43
CAMP-0756,LinkedIn,Influencer,Germany,Tablet,43933,2648,765,14721.76,662.23,2026-01-25,0.0603,0.25,22.23
CAMP-0757,LinkedIn,Organic,UK,Mobile,85899,1051,161,5117.66,7933.43,2026-01-26,0.0122,7.55,0.65
CAMP-0758,Twitter,SEO,Spain,Tablet,46536,1083,401,9867.12,13301.21,2026-01-27,0.0233,12.28,0.74
CAMP-0759,TikTok,Organic,Spain,Tablet,70504,2090,507,1603.11,12576.21,2026-01-28,0.0296,6.02,0.13
CAMP-0760,LinkedIn,Email,Spain,Desktop,52148,323,37,12395.55,13247.59,2026-01-29,0.0062,41.01,0.94
CAMP-0761,Twitter,Ads,Spain,Desktop,17279,2697,510,13350.57,13834.63,2026-01-30,0.1561,5.13,0.97
CAMP-0762,Facebook,Ads,Mexico,Mobile,69665,1829,392,7635.62,1612.69,2026-01-31,0.0263,0.88,4.73
CAMP-0763,TikTok,SEO,Argentina,Desktop,72386,4526,712,19093.01,1974.77,2026-02-01,0.0625,0.44,9.67
CAMP-0764,LinkedIn,Email,USA,Mobile,87124,528,493,17495.96,8377.25,2026-02-02,0.0061,15.87,2.09
CAMP-0765,Instagram,Influencer,UK,Mobile,78485,565,199,14188.02,13414.89,2026-02-03,0.0072,23.74,1.06
CAMP-0766,Facebook,Email,Mexico,Mobile,75055,4336,254,14301.68,14616.52,2026-02-04,0.0578,3.37,0.98
CAMP-0767,Facebook,Ads,Spain,Tablet,92911,1241,178,5122.79,741.62,2026-02-05,0.0134,0.6,6.91
CAMP-0768,Twitter,Ads,Brazil,Desktop,99618,2718,546,13170.62,5368.82,2026-02-06,0.0273,1.98,2.45
CAMP-0769,Facebook,Email,Argentina,Mobile,78273,1461,593,4044.3,3232.77,2026-02-07,0.0187,2.21,1.25
CAMP-0770,TikTok,Email,USA,Desktop,67670,3330,388,2965.66,11351.69,2026-02-08,0.0492,3.41,0.26
CAMP-0771,LinkedIn,Ads,Brazil,Mobile,77474,321,397,19989.41,9620.9,2026-02-09,0.0041,29.97,2.08
CAMP-0772,LinkedIn,Influencer,Germany,Desktop,55028,192,731,12485.28,1842.33,2026-02-10,0.0035,9.6,6.78
CAMP-0773,Instagram,SEO,Brazil,Desktop,91022,3382,157,8676.66,7278.65,2026-02-11,0.0372,2.15,1.19
CAMP-0774,Twitter,SEO,Germany,Mobile,92632,837,3,5834.47,10297.34,2026-02-12,0.009,12.3,0.57
CAMP-0775,Instagram,Email,Germany,Tablet,72128,1731,166,12118.02,11696.13,2026-02-13,0.024,6.76,1.04
CAMP-0776,Facebook,SEO,Spain,Desktop,19108,672,467,1086.91,349.79,2026-02-14,0.0352,0.52,3.11
CAMP-0777,Instagram,Ads,Germany,Tablet,53495,3891,408,1984.15,13362.52,2026-02-15,0.0727,3.43,0.15
CAMP-0778,TikTok,Ads,Canada,Tablet,83806,3726,411,753.85,8560.76,2026-02-16,0.0445,2.3,0.09
CAMP-0779,LinkedIn,Email,UK,Mobile,94185,2622,203,10033.48,12188.04,2026-02-17,0.0278,4.65,0.82
CAMP-0780,Facebook,Email,UK,Mobile,77533,3310,193,12052.07,12128.67,2026-02-18,0.0427,3.66,0.99
CAMP-0781,Instagram,Email,Spain,Mobile,57830,4762,234,1343.35,2888.3,2026-02-19,0.0823,0.61,0.47
CAMP-0782,Twitter,Influencer,Canada,Desktop,75640,116,717,14452.37,1697.07,2026-02-20,0.0015,14.63,8.52
CAMP-0783,TikTok,SEO,Brazil,Mobile,53509,4336,149,4684.86,10833.24,2026-02-21,0.081,2.5,0.43
CAMP-0784,TikTok,Email,Mexico,Mobile,67406,4666,158,13735.51,2388.58,2026-02-22,0.0692,0.51,5.75
CAMP-0785,Instagram,Organic,Brazil,Desktop,95220,1190,278,19639.75,12756.57,2026-02-23,0.0125,10.72,1.54
CAMP-0786,LinkedIn,Organic,Argentina,Desktop,40519,2364,403,13853.01,10906.53,2026-02-24,0.0583,4.61,1.27
CAMP-0787,Instagram,Ads,Mexico,Mobile,50649,2582,677,17675.54,12635.29,2026-02-25,0.051,4.89,1.4
CAMP-0788,Facebook,SEO,Germany,Mobile,35524,3630,310,18969.15,4520.24,2026-02-26,0.1022,1.25,4.2
CAMP-0789,Instagram,Email,USA,Mobile,97493,1237,67,9786.35,4783.14,2026-02-27,0.0127,3.87,2.05
CAMP-0790,TikTok,Organic,Mexico,Mobile,34885,4521,462,14076.27,10084.76,2026-02-28,0.1296,2.23,1.4
CAMP-0791,Instagram,SEO,USA,Tablet,45369,4798,87,17054.19,520.12,2026-03-01,0.1058,0.11,32.79
CAMP-0792,LinkedIn,Ads,UK,Tablet,96402,3389,216,7196.52,10911.13,2026-03-02,0.0352,3.22,0.66
CAMP-0793,Twitter,Influencer,USA,Mobile,31676,598,0,5301.81,12544.96,2026-03-03,0.0189,20.98,0.42
CAMP-0794,YouTube,SEO,UK,Tablet,65093,4137,134,18937.31,6256.7,2026-03-04,0.0636,1.51,3.03
CAMP-0795,Instagram,SEO,Canada,Desktop,48764,122,696,14553.44,11484.94,2026-03-05,0.0025,94.14,1.27
CAMP-0796,LinkedIn,Influencer,Canada,Tablet,51799,248,350,4471.67,2660.43,2026-03-06,0.0048,10.73,1.68
CAMP-0797,LinkedIn,SEO,Spain,Tablet,80414,3251,139,9036.76,4867.79,2026-03-07,0.0404,1.5,1.86
CAMP-0798,Twitter,Ads,Spain,Mobile,94095,1831,617,15949.39,14615.86,2026-03-08,0.0195,7.98,1.09
CAMP-0799,TikTok,Ads,Germany,Tablet,73307,621,132,10986.55,14795.61,2026-03-09,0.0085,23.83,0.74
CAMP-0800,LinkedIn,Influencer,Mexico,Tablet,83062,840,619,13034.05,7713.45,2026-03-10,0.0101,9.18,1.69
CAMP-0801,LinkedIn,Email,Germany,Tablet,96432,1688,177,15099.99,14017.33,2026-03-11,0.0175,8.3,1.08
CAMP-0802,LinkedIn,Organic,UK,Tablet,32923,1881,357,12477.98,7864.82,2026-03-12,0.0571,4.18,1.59
CAMP-0803,LinkedIn,Email,Germany,Desktop,79388,1905,379,10847.58,4409.24,2026-03-13,0.024,2.31,2.46
CAMP-0804,Facebook,SEO,USA,Mobile,48574,1224,657,15017.32,4040.14,2026-03-14,0.0252,3.3,3.72
CAMP-0805,Facebook,Organic,UK,Mobile,44391,3790,449,14578.5,13946.11,2026-03-15,0.0854,3.68,1.05
CAMP-0806,TikTok,Influencer,Spain,Desktop,54664,3327,585,12634.46,2628.07,2026-03-16,0.0609,0.79,4.81
CAMP-0807,Instagram,Influencer,Canada,Tablet,68384,228,462,7259.81,8715.51,2026-03-17,0.0033,38.23,0.83
CAMP-0808,LinkedIn,Organic,Spain,Desktop,32027,2294,107,8175.66,8355.1,2026-03-18,0.0716,3.64,0.98
CAMP-0809,Twitter,Ads,Mexico,Tablet,36464,4136,121,19411.73,11107.34,2026-03-19,0.1134,2.69,1.75
CAMP-0810,Instagram,Organic,UK,Desktop,35485,784,16,2336.48,7513.68,2026-03-20,0.0221,9.58,0.31
CAMP-0811,Twitter,SEO,UK,Mobile,20456,848,195,5443.25,4120.67,2026-03-21,0.0415,4.86,1.32
CAMP-0812,Instagram,Ads,USA,Mobile,75795,837,326,9898.8,2582.48,2026-03-22,0.011,3.09,3.83
CAMP-0813,TikTok,Influencer,Mexico,Mobile,36554,2845,317,16750.92,9331.24,2026-03-23,0.0778,3.28,1.8
CAMP-0814,LinkedIn,Organic,Canada,Tablet,47922,4354,478,3357.15,10798.91,2026-03-24,0.0909,2.48,0.31
CAMP-0815,LinkedIn,Email,Brazil,Tablet,14409,4638,251,5611.4,8564.34,2026-03-25,0.3219,1.85,0.66
CAMP-0816,YouTube,Email,UK,Desktop,70327,3134,502,1409.38,11088.35,2026-03-26,0.0446,3.54,0.13
CAMP-0817,Twitter,SEO,UK,Desktop,92400,2968,118,14149.11,2165.74,2026-03-27,0.0321,0.73,6.53
CAMP-0818,Instagram,Email,USA,Mobile,37639,781,673,4840.37,13242.93,2026-03-28,0.0207,16.96,0.37
CAMP-0819,Instagram,Organic,Germany,Tablet,64627,1179,709,7834.63,8756.81,2026-03-29,0.0182,7.43,0.89
CAMP-0820,Facebook,Organic,Argentina,Desktop,84424,3496,497,8929.66,1946.32,2026-03-30,0.0414,0.56,4.59
CAMP-0821,YouTube,Email,Canada,Tablet,20692,1655,485,17837.15,6955.78,2026-03-31,0.08,4.2,2.56
CAMP-0822,Facebook,Organic,Spain,Tablet,90037,3828,44,8285.47,12679.64,2026-04-01,0.0425,3.31,0.65
CAMP-0823,Facebook,SEO,Mexico,Mobile,79840,2795,313,2989.98,13468.55,2026-04-02,0.035,4.82,0.22
CAMP-0824,Facebook,Ads,UK,Mobile,55200,3220,178,10533.87,4006.51,2026-04-03,0.0583,1.24,2.63
CAMP-0825,Twitter,SEO,UK,Tablet,94063,4739,417,19262.86,10683.42,2026-04-04,0.0504,2.25,1.8
CAMP-0826,Twitter,SEO,Spain,Tablet,58415,2983,555,12192.94,1544.78,2026-04-05,0.0511,0.52,7.89
CAMP-0827,TikTok,Organic,Canada,Tablet,19074,1265,782,19669.41,551.51,2026-04-06,0.0663,0.44,35.66
CAMP-0828,TikTok,Ads,Argentina,Tablet,16549,374,77,16838.04,8427.96,2026-04-07,0.0226,22.53,2.0
CAMP-0829,Facebook,Organic,Germany,Mobile,30963,1900,325,815.72,10437.67,2026-04-08,0.0614,5.49,0.08
CAMP-0830,YouTube,Influencer,UK,Desktop,92456,1540,689,13202.15,11947.01,2026-04-09,0.0167,7.76,1.11
CAMP-0831,Instagram,Organic,Argentina,Mobile,97362,943,356,5806.66,5136.23,2026-04-10,0.0097,5.45,1.13
CAMP-0832,Twitter,Organic,Canada,Desktop,53265,1440,415,11236.38,147.55,2026-04-11,0.027,0.1,76.15
CAMP-0833,YouTube,Organic,Spain,Tablet,17061,3439,514,5658.97,7218.81,2026-04-12,0.2016,2.1,0.78
CAMP-0834,LinkedIn,Ads,USA,Desktop,59226,4289,213,7042.52,287.01,2026-04-13,0.0724,0.07,24.54
CAMP-0835,Twitter,Organic,Germany,Mobile,29810,4529,73,18471.06,1425.17,2026-04-14,0.1519,0.31,12.96
CAMP-0836,Twitter,Ads,Mexico,Mobile,61006,2313,562,4212.2,4934.0,2026-04-15,0.0379,2.13,0.85
CAMP-0837,TikTok,Email,UK,Tablet,23800,3482,578,17494.77,6585.72,2026-04-16,0.1463,1.89,2.66
CAMP-0838,Instagram,Influencer,Canada,Mobile,76476,2421,508,706.11,4228.07,2026-04-17,0.0317,1.75,0.17
CAMP-0839,Instagram,Ads,USA,Tablet,70460,3136,331,1908.44,8748.89,2026-04-18,0.0445,2.79,0.22
CAMP-0840,LinkedIn,Email,Mexico,Mobile,58767,4362,92,17108.03,877.48,2026-04-19,0.0742,0.2,19.5
CAMP-0841,LinkedIn,Ads,Brazil,Mobile,29054,1565,687,12648.07,2211.47,2026-04-20,0.0539,1.41,5.72
CAMP-0842,Twitter,Ads,Canada,Tablet,76319,2967,656,14970.0,10444.11,2026-04-21,0.0389,3.52,1.43
CAMP-0843,Facebook,Influencer,Canada,Desktop,46397,2402,518,4267.41,2175.01,2026-04-22,0.0518,0.91,1.96
CAMP-0844,TikTok,SEO,Mexico,Mobile,14233,1217,268,10787.96,9614.64,2026-04-23,0.0855,7.9,1.12
CAMP-0845,TikTok,SEO,USA,Desktop,91020,160,375,14770.66,867.54,2026-04-24,0.0018,5.42,17.03
CAMP-0846,Twitter,Ads,Brazil,Mobile,26068,4377,3,12583.55,6140.37,2026-04-25,0.1679,1.4,2.05
CAMP-0847,YouTube,Organic,Argentina,Mobile,66727,3705,137,9486.81,2702.27,2026-04-26,0.0555,0.73,3.51
CAMP-0848,Facebook,Email,Argentina,Mobile,91610,3843,230,19199.7,1689.06,2026-04-27,0.0419,0.44,11.37
CAMP-0849,Twitter,Organic,Spain,Mobile,71453,1805,599,13555.53,8527.14,2026-04-28,0.0253,4.72,1.59
CAMP-0850,Facebook,Organic,USA,Desktop,26832,1627,528,18164.24,13928.62,2026-04-29,0.0606,8.56,1.3
CAMP-0851,Facebook,Ads,Germany,Desktop,87242,1346,51,14622.43,869.07,2026-04-30,0.0154,0.65,16.83
CAMP-0852,Facebook,Ads,UK,Mobile,14682,3824,645,14735.72,6352.24,2026-05-01,0.2605,1.66,2.32
CAMP-0853,Twitter,Ads,Mexico,Mobile,93298,2270,722,1692.36,10627.65,2026-05-02,0.0243,4.68,0.16
CAMP-0854,TikTok,Ads,Spain,Desktop,24383,1022,324,7253.35,6967.18,2026-05-03,0.0419,6.82,1.04
CAMP-0855,TikTok,SEO,Brazil,Tablet,59160,1080,730,17181.55,12107.11,2026-05-04,0.0183,11.21,1.42
CAMP-0856,Facebook,Ads,Mexico,Tablet,94332,2643,716,4728.82,2735.7,2026-05-05,0.028,1.04,1.73
CAMP-0857,YouTube,SEO,Mexico,Desktop,24666,4042,722,2398.57,14395.93,2026-05-06,0.1639,3.56,0.17
CAMP-0858,Instagram,SEO,USA,Mobile,59817,4663,276,6589.51,5808.18,2026-05-07,0.078,1.25,1.13
CAMP-0859,Twitter,Ads,UK,Mobile,92198,963,535,4486.71,5156.47,2026-05-08,0.0104,5.35,0.87
CAMP-0860,Instagram,Influencer,Germany,Tablet,35642,2231,485,18513.24,13125.36,2026-05-09,0.0626,5.88,1.41
CAMP-0861,YouTube,Email,Argentina,Tablet,42830,3247,515,17372.54,8479.81,2026-05-10,0.0758,2.61,2.05
CAMP-0862,Twitter,Organic,Canada,Desktop,11234,1512,151,10043.7,7770.84,2026-05-11,0.1346,5.14,1.29
CAMP-0863,Facebook,SEO,Canada,Tablet,58616,2428,482,1320.74,10918.32,2026-05-12,0.0414,4.5,0.12
CAMP-0864,TikTok,Email,Mexico,Desktop,10221,3504,258,14319.79,8718.52,2026-05-13,0.3428,2.49,1.64
CAMP-0865,Instagram,Influencer,Argentina,Tablet,12410,3603,323,12505.89,2479.61,2026-05-14,0.2903,0.69,5.04
CAMP-0866,LinkedIn,Organic,Argentina,Tablet,81055,1357,167,19414.04,10129.25,2026-05-15,0.0167,7.46,1.92
CAMP-0867,LinkedIn,Organic,UK,Tablet,62413,1239,687,11223.17,2045.36,2026-05-16,0.0199,1.65,5.49
